ssn,leukocyty,hemoglobin,trombocyty,indicator,alt,ast,hematokrit,hbver,etytr,er-cv,erytrocyty
500-59-9617,6.20601,7.0596,6.40738,0.0,11.88011,43.67371,7.90628,4.24884,6.3898,43.8414,5.56234
500-90-6319,3.63647,4.75223,5.36099,0.0,11.33589,23.59869,7.88765,4.98061,6.37729,49.55787,3.82806
500-91-2723,6.37699,8.15405,5.42002,1.0,15.99834,55.65356,6.8586,7.32854,6.7753,47.62232,6.03585
501-03-5135,5.05554,6.25175,4.80534,1.0,17.8084,46.67061,4.55243,5.52125,6.58248,60.90028,4.8211
502-08-4155,5.32718,3.73151,7.54678,0.0,19.92207,61.44537,8.70512,7.50977,6.95025,62.67077,4.63253
502-18-1728,7.16685,8.20303,5.75115,1.0,6.95254,36.15079,4.96898,3.38575,7.01908,52.20276,5.17604
502-34-8012,6.016,7.95215,4.47188,1.0,14.10441,41.50202,3.38784,5.34004,4.14679,26.6659,5.55182
502-64-2064,6.81621,8.10427,6.02052,1.0,15.91631,60.61309,5.87814,7.77633,5.49102,70.27008,4.02401
502-73-3868,5.7195,7.05286,6.00078,0.0,12.97026,42.09642,8.22524,4.80542,5.9524,71.37832,5.18752
503-24-7355,4.72755,4.64811,5.43498,0.0,7.55696,32.73673,6.35524,5.75964,6.04884,34.09238,2.4466
503-46-3894,6.27483,8.67997,6.92344,1.0,10.19586,36.49,4.63506,7.41829,6.34663,47.64365,4.98018
503-48-2055,8.01038,4.60906,7.34797,1.0,14.31417,55.23146,3.92265,7.35856,5.71088,35.59171,3.50922
503-53-9745,6.19172,8.2263,6.52244,1.0,19.61131,62.91671,4.41586,4.63362,7.27061,38.79635,5.79437
503-58-8362,7.01172,6.31407,5.69678,0.0,10.20602,36.57583,6.3094,2.82406,5.97429,47.80781,4.59622
503-71-3554,6.26217,5.52667,5.41261,1.0,24.75641,41.91585,7.75345,7.1899,5.73365,42.306,7.21014
503-91-6902,5.38023,7.04179,6.58841,1.0,20.72873,61.47988,8.36507,6.65297,3.78153,34.5095,4.69028
504-31-3426,5.29243,6.0489,5.92799,1.0,14.55504,47.87679,6.31315,5.36516,6.08579,15.00979,3.83794
504-32-4711,5.02321,5.70417,6.04891,1.0,13.98454,40.24049,6.19365,5.71058,5.82838,70.29253,3.61011
504-43-1928,7.73423,8.60742,5.41767,1.0,14.20186,51.21195,6.68679,6.00452,6.35754,64.27913,3.04146
504-76-8316,6.5768,3.42843,4.19628,1.0,19.92903,38.78739,10.58231,7.59979,5.45299,39.30337,5.9596
504-96-7982,7.6374,7.26284,6.31564,1.0,19.06982,49.97106,5.68567,8.02605,4.9086,62.70908,3.12419
505-03-2753,6.2623,7.17062,9.37205,1.0,8.50267,56.87159,4.71251,4.15936,5.01799,19.00057,4.33081
505-61-0784,7.51733,8.48338,6.31391,1.0,16.15718,47.38771,7.69742,6.63426,5.30341,46.11627,5.46446
505-94-6743,6.62655,7.50146,5.58821,1.0,17.37215,66.8375,5.80923,4.62155,5.15916,39.27692,5.08716
506-03-3946,7.10358,9.02591,5.02465,0.0,18.35731,50.04981,7.75155,5.55046,7.25532,75.84227,4.87986
506-26-2114,7.08268,5.52756,7.06032,1.0,13.8309,39.29832,9.18068,6.72068,5.16387,44.24081,4.43105
506-33-8089,8.47918,4.88256,4.5953,0.0,20.41505,51.24939,7.3128,3.36447,5.4596,60.37608,4.97067
506-97-1150,4.87643,9.82303,6.36684,0.0,18.04909,53.5226,5.48797,4.51125,5.88261,17.8717,6.36876
507-18-3484,6.67284,7.14603,5.76895,1.0,14.19949,76.73344,10.02938,5.33121,6.71175,39.56406,6.09296
507-53-6493,6.28334,6.5694,5.16724,1.0,11.30026,30.73528,7.72117,6.97748,6.79985,50.367,5.89837
507-74-0430,6.6504,8.12828,4.74756,1.0,9.54518,27.5975,5.65532,8.91431,6.77844,31.22596,3.82621
507-80-4457,4.24873,8.0953,5.82272,1.0,13.69815,49.47832,7.23276,6.65181,6.55439,55.56958,4.47906
507-87-6741,5.63719,6.09547,6.43845,0.0,13.28104,64.84216,7.03597,5.4782,5.09986,31.34847,3.07789
507-97-7117,6.45836,8.67046,5.86627,1.0,10.32674,49.85466,5.00862,4.06148,6.1259,40.3714,5.39542
508-10-5631,5.28542,6.71423,5.10001,1.0,15.525,36.09126,5.52051,8.55371,5.914670777523685,45.94281,5.17423
508-31-5764,5.73287,6.88828,6.1666,1.0,16.38605,63.33946,6.04553,4.69797,6.6503,34.78895,3.92315
508-34-1216,4.83218,6.74015,5.48446,1.0,14.787,60.97086,6.53309,7.39601,5.69935,68.13493,4.09742
508-45-0975,7.82599,3.99678,3.82895,0.0,17.60719,33.89034,9.51033,7.79119,5.90626,49.79949,3.45593
508-77-0690,6.11435,4.58461,5.16664,0.0,11.9789,63.96556,6.63712,6.63036,6.48291,42.66924,4.46391
509-24-6373,5.5595,6.93038,5.0214,1.0,11.81954,37.33789,4.3534,4.30895,4.77278,57.91532,4.76665
509-57-1858,6.3191,4.62502,5.49007,1.0,15.39341,50.70934,6.60904,9.73766,7.04037,61.93786,5.90572
509-70-8636,6.63619,5.01716,5.83148,0.0,15.6602,59.77668,7.77706,7.43302,6.20613,38.99444,3.94651
509-94-0972,6.42931,8.13718,5.76068,1.0,12.82645,28.67997,7.05822,6.75932,6.11297,53.84003,4.29657
510-01-6590,5.66573,7.46985,7.01507,1.0,12.21275,40.29189,8.26209,6.3227,4.5584,56.00715,3.63018
510-04-4245,5.89064,7.74092,5.95091,1.0,16.04704,62.74621,8.24389,7.43153,5.88468,50.00537,4.16516
510-07-8824,6.14541,6.67791,5.75142,1.0,10.91021,36.37283,7.00508,7.08044,5.93611,48.85293,3.58451
510-61-9258,5.91041,4.13599,7.17527,0.0,28.5996,32.33206,7.55649,7.94587,4.94102,58.10541,7.29932
510-70-6700,6.52984,9.36813,7.13365,1.0,12.25306,52.85239,5.56725,6.65903,4.97854,86.73065,4.10806
511-19-4720,7.31749,7.3002,6.82436,1.0,8.45013,57.07706,7.20773,6.62965,6.18837,36.35945,5.31313
511-91-3398,7.05592,7.61556,5.07933,0.0,13.81947,54.76437,7.40644,4.74573,6.28878,33.32213,5.12817
512-11-2774,5.7165,5.25145,3.80289,0.0,14.85951,35.53131,7.1369,5.84106,5.74228,50.89354,3.7428
512-45-0486,4.42576,9.61662,5.42638,1.0,15.53625,64.59617,6.1263,6.96872,5.07084,42.27712,4.11048
512-55-2020,7.65297,6.11233,4.73133,1.0,11.013,50.4725,4.13578,5.81615,6.82091,49.86013,4.46771
512-55-5588,7.49054,8.0256,6.56632,1.0,21.45996,33.95654,6.29511,7.20636,7.31646,55.25848,5.18579
512-58-7782,7.3099,7.52863,5.06756,1.0,11.12293,40.30715,4.90904,5.2927,4.78614,53.15268,5.75111
512-70-4284,4.93907,4.56414,5.74741,0.0,11.09405,67.76203,5.43223,5.82948,6.25137,52.19902,4.49522
512-72-6761,4.94973,4.44996,6.40874,1.0,11.76838,38.06338,4.54598,6.5763,5.26849,79.99763,3.58953
512-83-8145,6.78296,9.25988,6.14046,1.0,17.31222,57.30121,3.81027,3.23479,4.89128,41.58597,5.85011
512-93-8108,5.3356,8.4687,7.01093,0.0,19.37195,66.07721,6.97569,4.34253,4.62899,37.01531,5.60517
513-33-4702,5.98806,7.47505,6.10252,1.0,16.74219,24.8394,4.9342,4.17054,6.77673,33.95162,4.38067
513-39-7947,7.75992,6.88181,5.32494,1.0,12.8795,42.82552,5.19142,4.71794,6.43265,49.4489,4.60188
513-50-4868,6.82471,10.26769,6.80521,0.0,13.42103,47.23622,4.87358,3.88894,5.29802,51.44475,6.45958
513-63-4963,5.56151,11.47624,7.12398,1.0,12.02075,41.72663,3.29887,1.35486,7.52687,37.37468,6.88157
513-70-2418,6.91849,8.75373,8.27161,0.0,18.3494,51.52308,5.78827,4.18094,6.40585,25.00288,4.87503
513-81-7984,5.12527,7.51072,4.46341,1.0,14.05517,62.93086,6.86497,7.5775,5.914670777523685,43.6875,5.67432
513-95-7625,5.90289,7.54279,5.83096,1.0,17.6067,42.9287,6.50802,5.54259,6.5702,47.784,5.46395
514-77-9109,4.67399,5.20758,4.62774,0.0,23.97082,77.09853,5.88684,6.20321,6.56951,64.70038,3.68082
515-07-9400,7.3553,7.50464,4.10854,1.0,15.35891,46.93091,3.7567,5.6385,4.95062,28.19907,5.15791
515-23-3561,6.41467,6.12686,7.13626,1.0,19.15231,48.02101,4.68305,5.32292,7.23608,51.05559,4.43854
515-26-6958,7.19412,7.535,6.50297,1.0,5.90165,60.23161,6.2551,7.95641,6.21384,45.19166,4.60288
516-38-3288,4.34358,4.5641,6.45121,1.0,10.07075,38.17729,5.51258,4.76307,6.29009,45.80515,2.39674
516-39-3884,5.38375,5.92406,6.32925,0.0,12.26019,47.90252,6.78065,7.04285,5.19784,38.07652,3.23681
516-57-3770,5.17083,5.80613,7.28891,1.0,15.29079,53.17031,7.01138,9.22835,5.32889,51.37491,5.15187
516-60-3587,3.78055,5.86242,6.70391,0.0,22.39141,36.41801,8.42791,6.34844,6.77143,53.69102,3.86505
517-15-2247,5.65065,8.46683,5.81254,1.0,12.00663,33.32629,6.38006,7.40337,3.9523,34.98709,5.25529
517-78-0874,6.85933,6.09479,5.9313,1.0,19.67613,38.57267,5.12202,4.30905,5.80515,26.63156,3.63785
518-31-9053,7.01907,6.50957,7.08979,1.0,14.13684,56.49489,7.58328,7.58588,5.69469,48.02812,4.75687
518-50-5054,6.46872,7.44294,4.80369,1.0,19.06812,33.5536,7.58191,6.14221,7.2326,47.85426,4.98716
519-24-4902,6.73835,8.08013,7.23903,1.0,16.22477,73.61196,6.47883,6.43312,4.08991,46.39372,5.36027
520-18-5842,5.86482,5.90216,5.55252,1.0,15.67298,30.68087,3.15368,4.19227,6.19176,41.4855,3.54159
520-40-4304,6.33436,4.379,7.19015,0.0,15.54467,38.24928,7.69572,7.96734,4.69252,75.89713,6.7038
520-81-0448,4.17303,7.5923,5.79634,1.0,15.53518,52.05811,7.52768,6.8764,6.60395,40.50496,2.50806
520-88-3377,5.66149,4.28534,5.21693,0.0,20.93186,46.56757,9.83393,8.99136,4.39063,55.19214,5.84697
521-05-7299,5.58218,7.68529,5.17973,1.0,23.54092,53.21556,5.0089,8.20556,6.25107,71.7029,4.10467
521-32-4588,6.77926,6.96901,6.40432,0.0,38.85416,44.75475,5.87615,8.71656,4.20717,28.66075,8.03189
521-51-8901,5.7086,6.51558,4.80417,0.0,7.27426,52.51163,8.7606,4.77386,5.95711,46.95306,4.47413
521-80-5691,5.69788,8.10205,4.54927,1.0,15.100138371484631,56.66454,6.01607,4.44919,5.42884,39.07814,6.12828
521-90-3285,6.23681,6.33049,5.982637220405494,1.0,12.60002,71.6425,6.58659,7.695,5.16173,34.11543,4.86232
522-31-3597,5.19376,9.16263,5.73384,1.0,22.51959,57.21082,4.35065,3.65467,6.88006,57.08004,6.43935
522-35-0537,7.5997,8.0444,5.982637220405494,1.0,12.00402,45.41205,3.20536,4.24658,7.46511,33.19327,5.62643
523-02-5609,6.12309,6.3893,6.99438,1.0,16.02207,60.63153,7.44272,7.29571,7.46401,55.23654,6.97442
523-13-1697,6.54108,6.16748,6.56201,1.0,15.100138371484631,55.16083,9.34143,5.86719,6.03516,56.62277,5.66178
523-49-7033,8.99568,9.33944,6.58819,1.0,21.41862,37.95343,4.75393,2.83447,5.43256,32.86459,6.40507
523-52-2582,6.33624,6.24742,5.92426,1.0,13.51663,57.88073,7.87106,7.20509,4.94009,61.1398,4.46106
524-36-8039,6.17949,9.01026,6.12304,1.0,16.98768,54.93672,4.63209,7.60968,6.38617,48.40679,3.76832
524-49-1418,5.55887,9.32387,6.58268,1.0,6.72961,26.94686,5.37225,7.42093,5.2863,35.66816,2.84018
524-59-7509,6.77872,5.73122,6.47626,0.0,25.68047,26.6215,6.7502,8.39546,4.57282,46.41989,7.47616
524-67-2840,6.42578,7.49628,6.49156,1.0,19.71766,61.29303,5.14932,4.51457,3.25947,62.32702,5.45399
524-77-6518,5.11992,9.34516,5.75724,1.0,28.19447,50.63177,5.05105,4.72303,5.61887,31.78458,6.91746
524-84-0287,5.31118,7.59065,3.43684,1.0,15.86841,16.95206,8.05392,7.09913,4.96217,71.09903,4.63014
524-94-1503,5.93364,5.81935,4.44999,1.0,18.36926,57.97972,4.2422,4.30217,6.1322,57.99961,3.5863
525-07-9798,5.16475,6.40358,6.78843,0.0,27.62447,45.14629,8.73366,3.70392,5.87506,59.8779,6.60524
526-18-3760,6.55622,4.79655,5.16736,0.0,11.46767,57.6909,7.33574,6.90749,6.05806,30.95426,4.751365567178817
526-46-8816,5.85182,7.65502,7.24668,1.0,20.52066,46.2033,6.9851,6.23659,4.16347,27.66296,4.97185
526-64-3919,6.56165,3.62562,5.95478,0.0,15.49751,47.3763875367527,7.5473,6.66851,6.2709,31.23639,4.48835
526-73-0004,4.1026,7.93041,6.88495,1.0,10.65029,40.47351,7.04901,6.21126,4.38981,40.58261,2.94575
527-34-0775,4.42673,7.38544,6.17089,1.0,13.83528,65.83146,7.8589,6.67071,7.29461,62.60951,4.86905
527-90-4517,3.65507,5.61124,5.92307,1.0,16.21677,33.71184,4.6868,5.09863,5.37713,40.06471,3.6961
528-54-4227,5.77927,7.34802,6.29089,1.0,15.79672,41.94632,5.22276,4.56463,5.5015,27.72537,4.22671
528-65-6479,6.9028,6.01243,6.74739,1.0,13.7313,46.49555,6.74962,8.39207,4.78057,42.77801,3.11969
529-64-3613,5.50131,5.26013,7.13489,1.0,11.36392,43.03856,8.35018,7.70153,5.3095,36.31433,5.55479
529-83-9310,6.88839,7.12369,6.97028,1.0,12.2292,49.79619,5.73333,9.01071,4.15112,46.14376,5.28722
529-98-3885,6.18681,7.7675,6.27339,1.0,16.55333,29.52114,5.04286,7.88281,5.26758,59.57896,3.98015
530-15-2879,6.01021,7.7346,4.83242,1.0,11.37123,40.29089,6.55344,7.7615,6.33843,66.08193,5.039
530-44-4596,3.85057,6.27247,6.4833,1.0,6.73344,48.46138,7.20768,7.26895,4.51278,62.01433,4.62528
530-61-6334,5.21731,6.90536,6.51814,1.0,8.73407,45.76359,7.57797,7.26638,4.47082,69.08092,5.12176
530-71-5625,6.02374,8.529,6.46897,1.0,13.63687,63.10301,7.81009,5.83586,5.1997,59.79021,4.45232
530-82-7273,5.11399,5.80137,5.30278,1.0,12.76871,55.1575,6.1465,5.70188,5.1637,47.05327,4.37526
531-46-6472,3.20727,5.84034,7.40425,1.0,14.90721,36.5831,7.13274,8.32297,3.89268,47.87228,3.53507
531-71-3373,5.91399,2.48448,5.53903,0.0,18.66121,50.17861,9.74717,8.05033,5.46634,49.98995,6.23658
531-83-6370,6.47619,7.34286,7.07467,1.0,11.2545,52.7082,6.3134,3.78777,4.36283,38.21773,4.04419
531-98-6548,7.18271,8.48205,5.98786,0.0,19.09733,37.28894,2.85323,3.0973,6.99881,49.22182,5.12037
532-21-4700,5.83174,7.57389,6.53694,1.0,10.8995,23.31228,6.7793,6.752,5.91082,47.72851787977785,3.53931
532-26-7028,6.65879,3.28825,4.51586,1.0,15.01826,65.38452,6.53633,5.315,5.44298,61.99633,3.03348
532-46-5327,4.29937,7.7312,5.52616,1.0,12.13571,67.82946,5.88061,5.0801,7.90108,21.4357,5.26476
532-84-7410,4.9404,2.71533,4.45008,0.0,19.01429,48.69265,8.67897,6.76509,5.98141,45.68712,4.12608
533-17-4119,5.17167,5.70264,6.22906,0.0,14.414,53.59365,7.78706,8.28754,5.69945,34.01817,5.36268
533-21-3927,5.96194,8.70962,4.13438,1.0,14.58646,34.90743,5.2496,7.53115,3.72198,46.23383,4.02521
533-33-0460,5.73797,7.10585,4.6646,1.0,15.2349,29.71132,5.49622,4.28717,6.89516,39.99541,4.28335
533-96-9152,9.54419,10.17093,5.99925,1.0,18.89565,26.68215,6.20113,6.09493,4.15743,82.17802,4.05129
534-16-5399,5.53422,3.80016,4.99202,0.0,16.95646,54.94747,6.96016,6.6917,5.88019,50.239,5.35644
535-61-9125,5.66672,7.68151,7.1795,1.0,15.95184,19.76113,8.28836,6.31374,3.99725,36.20092,5.0065
535-68-3003,3.92608,8.77536,6.59024,1.0,16.12881,58.57764,5.49047,2.15815,6.52506,34.64749,5.10222
535-79-3519,6.6848,7.36626,6.26874,1.0,12.74471,51.80472,4.7743,3.61146,4.33248,35.92425,3.96334
536-17-7624,4.2662,7.07756,6.82631,0.0,13.21628,42.74416,8.61637,3.53943,5.56334,46.72094,4.90406
537-16-9680,7.0157,6.40797,5.95024,0.0,13.69603,28.72297,7.00521,8.15299,5.65123,50.00603,3.8
537-31-3052,5.99154,6.04434,6.02,0.0,16.01201,72.83011,6.17129,6.89972,4.97639,36.05476,3.84712
537-33-6999,4.32859,7.98053,5.61956,1.0,9.62348,40.95812,4.38922,4.28449,5.94943,47.0835,4.96459
537-69-9542,4.03888,5.48351,5.62697,0.0,10.37842,31.32319,7.02404,7.79263,6.86258,61.16929,5.68099
537-73-9224,6.73998,8.90308,5.84423,1.0,15.85225,32.79327,5.04655,8.09323,7.11621,55.06145,4.5528
537-97-5231,7.75014,6.37492,7.75201,0.0,17.79354,35.41855,7.12955,5.6515,6.73799,72.96888,3.06587
538-24-2624,5.01513,4.56985,5.95055,0.0,16.27253,42.37331,9.70316,3.57608,7.06691,52.03478,5.24258
538-79-6456,5.62426,2.81316,6.64068,0.0,10.46549,27.93817,8.48476,6.57548,6.66321,58.34241,3.75355
538-99-8643,6.23623,5.58351,5.26013,0.0,10.31249,52.69131,6.39356,5.29401,5.16251,49.79804,3.5224
539-24-5510,6.07836,5.57481,6.02446,1.0,17.44999,51.0583,7.91533,7.3387,4.41782,43.77592,6.52463
539-78-6284,4.78886,8.20738,6.91181,1.0,17.25163,72.15886,4.52791,3.98752,6.30297,41.73639,6.05886
540-53-4651,7.0854,5.52106,4.33563,1.0,8.11186,47.45493,3.96939,6.26423,7.34905,58.25494,3.76509
540-85-0442,6.15858,7.32845,7.28284,1.0,15.14012,50.72223,5.25306,3.66117,4.95568,75.00662,4.07852
541-41-1214,5.38759,6.92552,6.3986,1.0,17.00943,48.48791,9.08317,5.26797,7.35919,59.06861,4.56232
541-41-1830,3.56655,7.24734,6.09511,0.0,13.52468,31.56698,7.54171,5.61627,5.31935,25.9031,3.87999
541-68-5862,3.83831,5.76237,7.03229,1.0,20.76923,49.92971,8.11148,7.71076,5.23388,39.53026,5.81534
542-16-1269,6.53276,5.93996,5.30966,1.0,16.03372,48.16453,3.91608,4.59614,5.4037,53.5034,3.70801
542-21-5385,5.4791,6.65057,6.51368,0.0,13.02518,84.41357,4.82335,7.01356,5.589,22.89227,5.59756
542-75-2357,4.41723,7.69469,7.09796,1.0,10.31114,31.99397,7.705,6.07991,6.46533,46.22236,3.57064
542-86-4411,6.75451,5.20746,6.0645,1.0,20.57007,75.43056,8.06765,7.0963,4.98283,62.14952,6.47263
542-86-5330,8.47867,6.43446,5.95542,1.0,24.12548,51.62645,6.47604,8.18223,5.75902,27.00431,5.76709
543-56-3440,6.6191,7.39691,7.89107,1.0,7.11526,47.57842,5.60463,4.83324,5.86169,67.04833,4.52905
543-64-0387,3.15549,7.16962,6.7903,1.0,18.75366,50.66585,4.04713,6.00853,6.76252,47.36455,5.19388
543-69-6997,5.58886,6.13465,7.85113,1.0,19.42462,53.61582,5.28217,5.32401,7.64273,58.64196,4.02
544-12-1581,5.9752,3.80116,4.61897,1.0,17.37807,37.33052,7.95251,7.30861,6.65639,40.13404,5.28866
544-31-3532,4.77456,7.4905,6.65604,1.0,17.16616,37.3477,6.72279,6.58002,5.95078,49.94639,5.17303
545-48-8397,4.97736,6.17816,4.28487,1.0,12.85936,65.98927,5.01255,6.09844,6.64272,38.52557,4.37268
545-70-8467,6.0021,6.00805,4.03681,1.0,6.62391,68.40697,4.10127,4.29703,6.25046,42.6726,3.87463
545-76-3757,7.18214,3.90589,6.79279,0.0,15.55013,52.19817,6.72379,6.75413,7.00468,24.88076,5.77528
545-96-1267,6.04784,8.85943,6.76682,1.0,11.03841,59.06392,4.47835,2.28488,7.83874,38.74892,5.17704
546-38-9340,5.98203,8.02986,6.81993,1.0,12.06096,39.546,4.34388,3.76756,5.69285,51.05946,5.56407
546-41-2388,5.92868,8.59322,5.48962,1.0,10.82578,36.7201,6.51867,6.54142,4.39302,33.64629,3.70286
546-77-7611,5.36661,5.48615,6.09894,1.0,14.579,50.84324,3.03505,5.2681,6.48215,42.23624,3.5133
547-04-6260,5.32462,5.25348,5.51162,0.0,17.8882,9.34339,6.12889,5.99178,4.22542,17.6248,2.55782
547-57-9743,5.533,7.21153,5.0506,1.0,12.91769,45.55533,8.11374,6.63372,6.17367,43.95434,6.16784
547-75-4037,8.01514,3.75277,5.9492,0.0,16.29449,38.98836,8.21189,7.34746,4.5381,57.078,5.01055
548-90-6041,7.88305,5.95863,7.19622,0.0,15.82296,57.7973,6.51911,7.54938,5.11751,22.65294,5.12711
549-61-4055,5.24776,6.06077,4.94028,1.0,6.05129,23.15133,3.66833,5.27399,5.14778,50.92242,3.82572
549-97-3552,4.97305,7.19232,7.66555,1.0,14.0055,32.25645,5.06289,2.75569,5.87059,29.71876,3.95563
550-28-9861,5.60733,5.95787,6.4723,0.0,11.674,47.0568,7.53777,4.61036,6.80779,54.81492,3.98358
550-63-5930,3.96514,6.13615,5.92081,1.0,7.5728,54.32396,5.4148,5.57565,5.23077,36.25091,4.14649
551-07-8640,5.55404,5.89096,5.30717,0.0,14.20732,39.32176,6.42774,2.99019,7.05988,51.7714,4.3137
551-69-2667,5.50315,8.71145,6.34956,1.0,15.25464,69.033,5.73401,7.40534,5.30859,21.75029,3.12333
551-74-1273,7.10819,8.42938,6.15736,1.0,10.98587,56.77185,7.11233,6.13011,4.63015,55.36384,4.82673
551-91-3269,6.37344,8.80266,6.01268,0.0,9.81233,37.58991,5.77562,4.8384,6.57745,29.18823,4.60085
551-97-9624,6.19388,8.43061,7.22714,0.0,20.02976,49.10798,7.17954,3.27632,6.81905,27.96503,5.65957
552-07-6706,6.74392,6.61189,6.50316,1.0,12.23911,52.11868,5.00951,5.5749,5.11007,42.23189,4.59824
552-77-1715,5.76713,8.27076,7.58864,1.0,11.60144,38.52864,3.89995,5.63142,6.48136,61.83771,6.24981
553-68-4985,4.80698,6.03342,4.8801,0.0,13.65125,36.75884,8.48973,3.59821,6.65102,28.19921,5.0156
554-14-5496,6.49083,8.40836,6.70083,1.0,21.50073,44.64903,6.9347,6.67738,5.40671,70.54624,3.54526
554-16-3236,7.20995,6.24605,6.01085,1.0,16.90699,50.70546,7.09333,7.65479,6.20185,42.80948,5.25854
554-69-7588,4.92957,7.64355,6.19577,0.0,15.13549,49.67853,6.4154,5.42218,7.54459,39.83965,4.71525
554-78-4513,5.22261,8.42344,5.54982,1.0,15.52741,59.21226,4.26175,5.54087,5.85297,70.54064,6.0229
555-47-6025,7.87719,8.38197,8.09205,1.0,10.28607,63.99262,4.6252,7.69138,5.78668,63.42722,3.79933
555-88-8564,6.46499,6.8913,5.21131,1.0,13.38225,47.0951,7.65836,7.60178,6.00567,35.54907,6.18695
556-24-0672,5.69245,8.46983,5.30744,1.0,11.94789,44.7318,5.72656,2.97001,5.8527,54.33327,5.67932
556-31-6142,6.99065,6.73005,6.63959,1.0,22.16993,60.56002,8.57727,4.29397,3.95391,46.06507,5.14276
556-53-9840,7.19182,3.35165,5.56345,0.0,11.34936,51.76194,8.10865,6.62795,6.65351,30.29353,3.75032
556-59-6313,7.31757,6.42096,6.74141,1.0,11.344,34.79377,4.85832,3.93352,6.68658,66.01688,3.98153
556-81-6778,5.42343,6.6089,5.51315,1.0,11.8444,60.35849,5.33863,5.55092,4.98731,72.59542,4.61748
556-82-6035,4.39227,7.14254,5.9956,1.0,11.16293,34.4893,7.85384,6.02743,5.78332,50.6966,4.79463
557-10-6525,3.70665,7.69097,7.32239,1.0,9.18418,65.82294,6.97059,3.84232,5.93753,49.72356,4.71826
557-16-2687,7.22579,7.60496,4.98192,1.0,7.0869,48.53321,6.10294,7.85817,4.67318,43.91915,4.81687
557-27-0745,5.87709,6.3774,6.07874,1.0,17.37124,63.46542,7.5188,6.87684,4.4162,72.0377,6.05724
557-34-8407,3.76674,7.39864,9.12636,1.0,15.02758,47.37543,2.72044,6.03857,7.19982,64.08933,4.63434
557-39-5498,5.41876,10.22994,4.65031,1.0,19.98457,45.88462,4.73292,3.30283,5.56456,49.82987,7.17929
557-64-8914,7.65493,5.77897,7.1999,1.0,17.46072,51.46971,3.73601,6.2313,5.24468,52.71955,3.84798
558-02-0301,5.80604,9.86346,5.04527,1.0,14.81971,61.27475,6.90406,4.88286,7.88898,52.8653,5.23877
558-08-2056,5.50314,6.58636,6.30513,0.0,13.27428,45.4076,9.27445,4.91175,7.70947,60.2542,4.68473
558-20-1363,6.74282,2.18705,7.11885,0.0,13.77812,35.32754,7.92432,6.38483,7.06501,42.30606,5.29367
558-58-1428,5.5218,7.83865,6.60366,1.0,16.96975,16.76376,7.06218,7.06479,5.74071,52.60158,5.63839
559-30-6847,5.77541,6.57487,7.50785,1.0,13.10941,39.29883,7.5817,7.19498,4.23478,44.64242,3.5859
559-39-9995,5.1448,5.32433,5.82309,1.0,13.99343,54.94815,4.37664,6.1311,6.66361,17.64946,3.45028
560-43-6149,6.14921,5.27831,5.21325,0.0,16.45738,61.79056,5.15235,6.36965,7.19039,62.03139,5.37774
560-95-6432,7.56919,7.76484,5.36912,1.0,14.94899,54.90567,3.92706,6.10617,5.8194,53.97265,6.67774
561-02-5744,6.35755,4.87951,5.07167,0.0,16.56662,54.54416,7.55185,6.51396,7.02025,41.24575,2.01336
562-15-9317,5.17869,2.84387,5.58774,0.0,23.88606,42.9488,8.24198,7.63525,7.07726,49.19046,7.24672
562-61-4574,4.04844,7.58971,4.88219,1.0,29.15579,27.43266,6.97258,7.47023,7.21442,72.08116,7.20435
562-66-4791,7.07553,9.25163,7.39255,1.0,17.39618,63.79173,5.16816,3.87839,6.28025,56.91443,6.41262
562-89-3931,6.17589,7.16921,4.77608,0.0,9.75521,52.79705,9.36639,5.03422,6.45869,40.99225,4.76715
563-23-1436,4.63188,9.2724,6.73181,1.0,18.72408,49.12488,4.77923,4.17339,5.33708,63.22503,6.58529
563-29-0538,5.21581,6.09226,6.41754,0.0,11.96077,35.0311,5.75488,7.03724,6.52872,32.79869,4.8433
564-19-7598,6.14283,10.61732,5.95451,1.0,4.06465,37.80145,6.96846,5.00808,7.67191,60.56914,3.57266
564-30-8288,7.9583,5.86621,7.10427,0.0,10.94018,49.41679,6.50358,7.33324,6.46853,49.42928,4.69556
564-44-1027,5.71468,5.16528,7.00356,0.0,8.99183,45.6952,6.94459,7.08326,7.34836,55.94851,4.31133
564-44-9759,6.19008,7.3243,6.22095,1.0,18.11453,49.55849,7.30315,6.3888,5.60639,30.07087,5.27678
564-45-3580,6.60643,7.51906,6.03634,1.0,9.82626,34.42135,5.92019,7.58442,6.56582,44.38135,3.54904
564-55-8011,4.86115,6.88344,5.97176,0.0,8.98275,50.63329,6.56094,4.66786,6.3664,72.05902,4.22907
564-73-4868,4.59022,7.33292,7.84826,1.0,14.37446,63.03904,7.58132,6.89137,5.6511,55.51724,5.7891
565-20-5598,4.74855,8.79356,5.09306,0.0,7.97724,56.28521,6.12058,4.39698,6.4211,30.93521,5.06346
565-24-3525,6.18496,9.44279,5.29074,1.0,13.16337,48.17983,4.86869,3.65406,7.66528,41.86285,5.8789
565-76-5332,5.39411,6.18189,3.77419,1.0,12.12536,51.6234,5.2852,4.00151,6.84449,36.22493,2.58912
566-28-0659,4.75337,7.47961,7.82448,1.0,21.27886,39.88405,7.05517,6.67045,5.38564,60.37257,4.84405
