ssn,smoker,relationship,job,blood_group,race,sex
863-23-9380,0,married,Physiological scientist,AB+,White,0
863-35-6656,0,widowed,"Engineer, land",A-,Black,0
863-37-5929,1,married,Cytogeneticist,B+,White,1
863-54-9098,1,married,Purchasing manager,A+,Asian,1
863-74-8309,0,divorced,Neurosurgeon,B-,White,0
863-91-4775,0,married,Curator,AB-,White,0
864-05-0134,1,married,Tax adviser,O-,Black,1
864-14-1790,0,widowed,Consulting civil engineer,A-,White,0
864-22-1652,0,nop,Oceanographer,A+,White,0
864-41-9653,1,single,Legal secretary,AB-,White,1
864-61-8389,0,widowed,General practice doctor,B+,White,1
865-76-9623,0,divorced,Arts administrator,B+,White,1
866-37-1078,1,married,Television production assistant,AB+,White,0
866-38-1222,0,single,"Engineer, electronics",AB+,Asian,1
866-46-5785,0,married,Artist,A+,White,1
866-99-5773,0,nop,Medical illustrator,A+,White,0
867-14-3422,0,separated,Financial controller,A+,White,0
868-31-7809,0,single,Jewellery designer,B+,Black,0
868-32-2883,0,divorced,Human resources officer,A+,Black,1
868-46-8588,0,widowed,Arts administrator,O-,Asian,1
868-89-0990,0,widowed,"Conservator, museum/gallery",A-,Hawaiian,0
868-98-9551,1,divorced,Research scientist (life sciences),O+,White,0
869-19-5887,1,divorced,"Optician, dispensing",AB+,White,0
869-29-5722,1,divorced,"Lighting technician, broadcasting/film/video",O-,White,1
869-47-8558,0,divorced,Music tutor,B-,Indian,0
869-64-1827,0,married,Financial controller,A-,Asian,1
870-08-9443,1,married,Private music teacher,A+,White,1
870-32-2803,1,separated,Herbalist,B-,White,1
870-66-8494,1,divorced,Art therapist,O-,Black,0
871-18-4580,0,nop,"Engineer, civil (consulting)",AB-,White,0
871-69-0749,1,nop,Lobbyist,B+,White,0
871-69-6282,0,separated,Chief Marketing Officer,A+,Black,1
871-73-3879,0,widowed,Chartered public finance accountant,AB-,Black,1
871-74-6869,1,married,"Designer, textile",O+,White,0
872-79-0396,0,separated,"Teacher, primary school",B+,Black,1
873-21-7340,1,married,Soil scientist,O-,White,1
874-29-6092,0,separated,Solicitor,O+,Black,1
874-50-3326,0,divorced,"Production designer, theatre/television/film",A-,White,1
874-68-3419,0,single,"Engineer, production",B-,Asian,1
875-47-0985,1,separated,Legal executive,A+,Indian,1
875-54-8000,0,separated,Tourism officer,B+,Asian,0
876-02-2947,0,divorced,Commercial horticulturist,AB+,White,0
876-61-6530,1,divorced,Barrister,AB-,Asian,1
876-91-3829,1,married,"Education officer, museum",AB+,Asian,1
877-15-2683,1,widowed,Special effects artist,A-,Black,0
877-33-9432,0,married,Aid worker,O-,White,1
877-36-1177,1,separated,"Designer, jewellery",O-,Black,0
878-03-3374,0,divorced,"Surveyor, land/geomatics",A-,White,1
878-65-4674,1,widowed,Hospital doctor,O-,Black,0
879-03-3385,1,single,Politician's assistant,O-,Asian,1
879-35-9312,1,single,Operations geologist,B+,Black,0
879-41-1093,0,single,Toxicologist,B+,Black,0
879-44-0300,1,married,Air traffic controller,O+,White,1
879-51-0015,1,nop,"Education officer, environmental",A-,White,0
879-68-5824,0,divorced,Artist,B-,White,0
880-05-4840,1,single,"Teacher, special educational needs",B-,White,0
880-60-8792,1,separated,Medical secretary,AB+,Black,0
881-55-0894,0,single,Tour manager,B+,White,0
881-55-5626,1,married,Phytotherapist,B+,White,1
881-67-8493,0,married,Insurance broker,A+,White,0
882-10-2799,1,nop,Legal executive,AB-,Asian,0
882-15-6690,1,widowed,Amenity horticulturist,O-,Black,1
882-32-6746,0,separated,"Engineer, electronics",A+,Black,0
882-38-8134,0,separated,Public relations officer,AB+,Asian,0
882-41-6922,0,nop,Administrator,A+,White,1
882-43-8041,1,married,Environmental consultant,O-,White,0
882-96-2512,1,single,Ergonomist,AB-,Black,0
883-03-8649,0,single,"Designer, television/film set",O+,White,0
883-21-4303,0,nop,"Geologist, wellsite",A+,Black,0
883-75-5810,1,married,Holiday representative,A-,White,0
883-78-3719,0,single,"Conservation officer, historic buildings",AB+,White,1
883-89-2683,0,nop,"Pharmacist, hospital",O+,Indian,1
884-01-1105,0,married,IT technical support officer,B-,White,0
884-54-9357,1,married,Meteorologist,B+,Black,1
884-62-8800,0,divorced,Call centre manager,B-,White,0
884-70-0520,0,divorced,Exercise physiologist,B-,White,0
884-99-5819,1,married,Interior and spatial designer,AB+,Black,0
885-11-7609,0,widowed,"Engineer, agricultural",B+,Asian,0
885-14-3832,0,single,"Scientist, research (maths)",A+,Black,0
885-19-2032,0,divorced,Photographer,AB-,Black,1
885-57-2051,1,nop,Fine artist,A-,Black,0
886-11-1169,0,divorced,"Surveyor, land/geomatics",O+,White,1
886-24-4240,1,single,IT sales professional,O+,Black,1
886-75-8362,1,married,Technical brewer,O+,White,0
887-01-5298,0,married,Sports therapist,B+,Asian,0
887-33-1800,1,single,"Production designer, theatre/television/film",B+,Black,0
887-36-3969,0,divorced,IT consultant,A+,Black,0
887-46-2006,0,married,Publishing rights manager,A-,White,1
887-50-9225,0,divorced,Orthoptist,A+,Hawaiian,0
888-25-6174,1,married,Records manager,O-,White,1
888-97-9940,1,single,Mechanical engineer,AB+,Black,0
889-22-3890,0,single,Chief of Staff,B-,White,0
889-41-2671,1,separated,Community education officer,B+,Asian,1
889-97-4026,1,divorced,"Nurse, adult",O-,White,1
890-04-2549,0,nop,Early years teacher,O-,Black,1
890-57-3223,0,divorced,"Designer, exhibition/display",O-,Asian,0
890-80-8965,1,single,Special effects artist,O+,Asian,1
891-47-2375,0,nop,Web designer,O-,White,1
891-81-8038,1,divorced,Lobbyist,A-,Black,1
891-86-2983,0,single,Geographical information systems officer,A-,Black,1
891-96-1795,0,nop,Tax inspector,O-,White,1
892-39-3940,1,married,Hotel manager,B+,Black,1
892-46-8973,0,married,"Engineer, communications",A+,Black,1
892-75-5828,0,married,Occupational psychologist,B+,Hawaiian,0
893-03-4677,0,widowed,"Research officer, political party",B-,Hawaiian,1
893-25-7985,1,divorced,Paramedic,O-,Black,0
893-40-4722,0,widowed,"Merchandiser, retail",A-,White,0
893-71-9201,1,divorced,Materials engineer,AB-,White,1
893-97-4047,1,separated,"Radiographer, diagnostic",A+,White,0
894-67-5925,1,separated,Veterinary surgeon,A-,White,1
894-73-6256,1,separated,Theatre stage manager,B+,Black,1
894-85-0419,1,separated,Retail merchandiser,A+,White,0
895-04-8570,1,separated,Brewing technologist,A+,Indian,1
895-26-0784,0,single,"Psychologist, counselling",B+,White,0
895-44-7545,0,married,Geoscientist,A-,Black,1
895-54-4192,0,divorced,Clinical cytogeneticist,O+,White,0
895-59-3733,0,divorced,IT sales professional,AB+,Black,1
895-62-5196,1,single,Higher education lecturer,AB+,White,0
895-89-3469,0,divorced,Trading standards officer,B-,Asian,0
895-97-1738,0,single,"Research officer, trade union",AB+,Black,0
896-33-1333,1,divorced,"Therapist, occupational",AB-,White,0
897-45-4509,0,nop,"Designer, television/film set",AB-,White,0
897-72-7415,0,married,Actor,O-,White,0
897-80-4598,1,separated,"Conservator, furniture",AB-,Black,1
897-83-2082,0,divorced,Medical illustrator,AB-,White,0
897-90-8133,1,married,Textile designer,O-,White,0
898-09-0146,0,divorced,"Teacher, music",B-,White,0
898-09-0253,1,divorced,Company secretary,AB+,Black,0
898-60-9109,1,single,"Designer, industrial/product",B+,White,1
898-69-3998,1,nop,Exercise physiologist,AB+,Black,0
898-69-7843,0,married,Claims inspector/assessor,B-,White,1
898-69-8571,0,nop,Outdoor activities/education manager,AB+,Indian,0
898-91-7878,1,separated,Astronomer,AB-,White,1
898-94-5893,0,separated,Industrial/product designer,B-,White,1
899-22-9128,0,widowed,Health visitor,A+,Black,1
899-70-7336,0,single,Art therapist,B-,White,1
